city,location,value,unit,country,coordinates,timestamp
Bhopal,Bhopal_Central,19.2,µg/m³,IN,"{'latitude': 28.590645656048615, 'longitude': 77.11206342447959}",2025-10-11 10:30:50.877925
Patna,Patna_Central,25.9,µg/m³,IN,"{'latitude': 28.52027126741655, 'longitude': 77.14482316254512}",2025-10-11 10:30:50.877925
Vadodara,Vadodara_Central,42.7,µg/m³,IN,"{'latitude': 28.595502174650882, 'longitude': 77.22899145349483}",2025-10-11 10:30:50.877925
Ludhiana,Ludhiana_Central,62.6,µg/m³,IN,"{'latitude': 28.442629654805728, 'longitude': 77.28037416518937}",2025-10-11 10:30:50.877925
Agra,Agra_Central,70.9,µg/m³,IN,"{'latitude': 28.621384509911056, 'longitude': 77.10131086454582}",2025-10-11 10:30:50.877925
Nashik,Nashik_Central,28.9,µg/m³,IN,"{'latitude': 28.65495871781439, 'longitude': 77.17562035039121}",2025-10-11 10:30:50.877925
Faridabad,Faridabad_Central,79.4,µg/m³,IN,"{'latitude': 28.60810915654102, 'longitude': 77.14421570452856}",2025-10-11 10:30:50.877925
Delhi,Delhi_Central,100.5,µg/m³,IN,"{'latitude': 28.708917742460944, 'longitude': 77.26719097177339}",2025-10-11 11:30:50.877925
Mumbai,Mumbai_Central,28.2,µg/m³,IN,"{'latitude': 28.780525393966403, 'longitude': 77.14343858379132}",2025-10-11 11:30:50.877925
Kolkata,Kolkata_Central,41.5,µg/m³,IN,"{'latitude': 28.57073310295444, 'longitude': 77.25037067275905}",2025-10-11 11:30:50.877925
Chennai,Chennai_Central,23.1,µg/m³,IN,"{'latitude': 28.586503104761288, 'longitude': 77.081683480401}",2025-10-11 11:30:50.877925
Bangalore,Bangalore_Central,34.6,µg/m³,IN,"{'latitude': 28.529465347492078, 'longitude': 77.20639336673563}",2025-10-11 11:30:50.877925
Hyderabad,Hyderabad_Central,10.0,µg/m³,IN,"{'latitude': 28.543760124295666, 'longitude': 77.27632570229184}",2025-10-11 11:30:50.877925
Pune,Pune_Central,10.0,µg/m³,IN,"{'latitude': 28.488669679637862, 'longitude': 77.31060282956777}",2025-10-11 11:30:50.877925
Ahmedabad,Ahmedabad_Central,40.8,µg/m³,IN,"{'latitude': 28.78649940797205, 'longitude': 77.26929892377409}",2025-10-11 11:30:50.877925
Jaipur,Jaipur_Central,54.7,µg/m³,IN,"{'latitude': 28.67666402052208, 'longitude': 77.10115541936605}",2025-10-11 11:30:50.877925
Lucknow,Lucknow_Central,47.3,µg/m³,IN,"{'latitude': 28.615843630864024, 'longitude': 77.15688177280676}",2025-10-11 11:30:50.877925
Kanpur,Kanpur_Central,44.7,µg/m³,IN,"{'latitude': 28.535157945727143, 'longitude': 77.29428564091745}",2025-10-11 11:30:50.877925
Nagpur,Nagpur_Central,27.6,µg/m³,IN,"{'latitude': 28.52018458772825, 'longitude': 77.38558621665041}",2025-10-11 11:30:50.877925
Indore,Indore_Central,51.3,µg/m³,IN,"{'latitude': 28.654629187494944, 'longitude': 77.19442449087795}",2025-10-11 11:30:50.877925
Bhopal,Bhopal_Central,57.8,µg/m³,IN,"{'latitude': 28.662152040522603, 'longitude': 77.23974955188562}",2025-10-11 11:30:50.877925
Patna,Patna_Central,25.8,µg/m³,IN,"{'latitude': 28.635041317282404, 'longitude': 77.22290887762563}",2025-10-11 11:30:50.877925
Vadodara,Vadodara_Central,20.6,µg/m³,IN,"{'latitude': 28.560080292894188, 'longitude': 77.10695575523435}",2025-10-11 11:30:50.877925
Ludhiana,Ludhiana_Central,89.1,µg/m³,IN,"{'latitude': 28.497556826954444, 'longitude': 77.23500868636683}",2025-10-11 11:30:50.877925
Agra,Agra_Central,70.9,µg/m³,IN,"{'latitude': 28.601197842238616, 'longitude': 77.21904633670287}",2025-10-11 11:30:50.877925
Nashik,Nashik_Central,38.6,µg/m³,IN,"{'latitude': 28.621607196192056, 'longitude': 77.32098284966841}",2025-10-11 11:30:50.877925
Faridabad,Faridabad_Central,70.5,µg/m³,IN,"{'latitude': 28.633164696467663, 'longitude': 77.19569895611149}",2025-10-11 11:30:50.877925
Delhi,Delhi_Central,80.3,µg/m³,IN,"{'latitude': 28.48306953567124, 'longitude': 77.18580112180294}",2025-10-11 12:30:50.877925
Mumbai,Mumbai_Central,36.9,µg/m³,IN,"{'latitude': 28.46842654323827, 'longitude': 77.23397226427274}",2025-10-11 12:30:50.877925
Kolkata,Kolkata_Central,51.6,µg/m³,IN,"{'latitude': 28.45679076505836, 'longitude': 77.09949448269136}",2025-10-11 12:30:50.877925
Chennai,Chennai_Central,10.0,µg/m³,IN,"{'latitude': 28.722029227237456, 'longitude': 77.28293642346313}",2025-10-11 12:30:50.877925
Bangalore,Bangalore_Central,31.6,µg/m³,IN,"{'latitude': 28.49557453085165, 'longitude': 77.13201794644917}",2025-10-11 12:30:50.877925
Hyderabad,Hyderabad_Central,97.8,µg/m³,IN,"{'latitude': 28.667288987144598, 'longitude': 76.8449478254766}",2025-10-11 12:30:50.877925
Pune,Pune_Central,55.6,µg/m³,IN,"{'latitude': 28.41637644736681, 'longitude': 77.13891955924213}",2025-10-11 12:30:50.877925
Ahmedabad,Ahmedabad_Central,38.3,µg/m³,IN,"{'latitude': 28.65167734009856, 'longitude': 77.12924135275189}",2025-10-11 12:30:50.877925
Jaipur,Jaipur_Central,40.4,µg/m³,IN,"{'latitude': 28.577558908968996, 'longitude': 77.26718518177275}",2025-10-11 12:30:50.877925
Lucknow,Lucknow_Central,19.8,µg/m³,IN,"{'latitude': 28.74621184354728, 'longitude': 77.2069196657214}",2025-10-11 12:30:50.877925
Kanpur,Kanpur_Central,78.1,µg/m³,IN,"{'latitude': 28.571451494005842, 'longitude': 77.1696868911022}",2025-10-11 12:30:50.877925
Nagpur,Nagpur_Central,17.4,µg/m³,IN,"{'latitude': 28.7236291961621, 'longitude': 77.18340211900329}",2025-10-11 12:30:50.877925
Indore,Indore_Central,31.7,µg/m³,IN,"{'latitude': 28.581548544383338, 'longitude': 77.23495760110498}",2025-10-11 12:30:50.877925
Bhopal,Bhopal_Central,32.3,µg/m³,IN,"{'latitude': 28.711520120474173, 'longitude': 77.18068142725429}",2025-10-11 12:30:50.877925
Patna,Patna_Central,77.0,µg/m³,IN,"{'latitude': 28.423182496798635, 'longitude': 77.14379345509417}",2025-10-11 12:30:50.877925
Vadodara,Vadodara_Central,61.8,µg/m³,IN,"{'latitude': 28.66107541128975, 'longitude': 77.09545208544208}",2025-10-11 12:30:50.877925
Ludhiana,Ludhiana_Central,47.1,µg/m³,IN,"{'latitude': 28.673539571247282, 'longitude': 77.00446890492657}",2025-10-11 12:30:50.877925
Agra,Agra_Central,10.0,µg/m³,IN,"{'latitude': 28.580344840304445, 'longitude': 77.12033325830278}",2025-10-11 12:30:50.877925
Nashik,Nashik_Central,34.1,µg/m³,IN,"{'latitude': 28.42894115344284, 'longitude': 77.19033433301509}",2025-10-11 12:30:50.877925
Faridabad,Faridabad_Central,101.9,µg/m³,IN,"{'latitude': 28.679730190729344, 'longitude': 77.16661266087372}",2025-10-11 12:30:50.877925
Delhi,Delhi_Central,41.8,µg/m³,IN,"{'latitude': 28.649694909901434, 'longitude': 77.28849480564884}",2025-10-11 13:30:50.877925
Mumbai,Mumbai_Central,51.4,µg/m³,IN,"{'latitude': 28.799874936439654, 'longitude': 77.14074805438779}",2025-10-11 13:30:50.877925
Kolkata,Kolkata_Central,69.7,µg/m³,IN,"{'latitude': 28.693173958527296, 'longitude': 77.2738340870099}",2025-10-11 13:30:50.877925
Chennai,Chennai_Central,78.8,µg/m³,IN,"{'latitude': 28.742223151931285, 'longitude': 77.34847698497593}",2025-10-11 13:30:50.877925
Hyderabad,Hyderabad_Central,10.0,µg/m³,IN,"{'latitude': 28.484274397600892, 'longitude': 77.34676098796572}",2025-10-11 13:30:50.877925
Pune,Pune_Central,41.3,µg/m³,IN,"{'latitude': 28.605463365578053, 'longitude': 77.05453072730522}",2025-10-11 13:30:50.877925
Ahmedabad,Ahmedabad_Central,61.9,µg/m³,IN,"{'latitude': 28.497679417424873, 'longitude': 77.100236133927}",2025-10-11 13:30:50.877925
Jaipur,Jaipur_Central,46.3,µg/m³,IN,"{'latitude': 28.77725062642311, 'longitude': 77.05730760468339}",2025-10-11 13:30:50.877925
Lucknow,Lucknow_Central,10.0,µg/m³,IN,"{'latitude': 28.62133586007559, 'longitude': 77.2623068910696}",2025-10-11 13:30:50.877925
Kanpur,Kanpur_Central,115.4,µg/m³,IN,"{'latitude': 28.6465739976479, 'longitude': 77.17011421228358}",2025-10-11 13:30:50.877925
Nagpur,Nagpur_Central,62.8,µg/m³,IN,"{'latitude': 28.49611171217929, 'longitude': 77.16159756350838}",2025-10-11 13:30:50.877925
Indore,Indore_Central,44.9,µg/m³,IN,"{'latitude': 28.495461661267655, 'longitude': 77.29614650287452}",2025-10-11 13:30:50.877925
Bhopal,Bhopal_Central,50.2,µg/m³,IN,"{'latitude': 28.630995121406464, 'longitude': 77.46074719575772}",2025-10-11 13:30:50.877925
Patna,Patna_Central,111.7,µg/m³,IN,"{'latitude': 28.581164424680562, 'longitude': 77.17423890637335}",2025-10-11 13:30:50.877925
Vadodara,Vadodara_Central,39.7,µg/m³,IN,"{'latitude': 28.842125789282655, 'longitude': 77.24390478556835}",2025-10-11 13:30:50.877925
Agra,Agra_Central,74.5,µg/m³,IN,"{'latitude': 28.62037905866279, 'longitude': 77.30895050859323}",2025-10-11 13:30:50.877925
Nashik,Nashik_Central,49.7,µg/m³,IN,"{'latitude': 28.647946751644774, 'longitude': 77.21550549425798}",2025-10-11 13:30:50.877925
Faridabad,Faridabad_Central,47.6,µg/m³,IN,"{'latitude': 28.617106827863385, 'longitude': 77.25024582558505}",2025-10-11 13:30:50.877925
Delhi,Delhi_Central,10.0,µg/m³,IN,"{'latitude': 28.578326689692442, 'longitude': 77.06839934818635}",2025-10-11 14:30:50.877925
Mumbai,Mumbai_Central,10.0,µg/m³,IN,"{'latitude': 28.644227492057254, 'longitude': 77.12214856810851}",2025-10-11 14:30:50.877925
Kolkata,Kolkata_Central,71.6,µg/m³,IN,"{'latitude': 28.596447820419797, 'longitude': 77.36772838825132}",2025-10-11 14:30:50.877925
Chennai,Chennai_Central,19.7,µg/m³,IN,"{'latitude': 28.749314532310958, 'longitude': 77.10029902827664}",2025-10-11 14:30:50.877925
Bangalore,Bangalore_Central,19.7,µg/m³,IN,"{'latitude': 28.554747173121427, 'longitude': 77.23075101798011}",2025-10-11 14:30:50.877925
Hyderabad,Hyderabad_Central,25.9,µg/m³,IN,"{'latitude': 28.51288777474271, 'longitude': 77.23779431155957}",2025-10-11 14:30:50.877925
Pune,Pune_Central,63.9,µg/m³,IN,"{'latitude': 28.421191916162424, 'longitude': 77.32872350609728}",2025-10-11 14:30:50.877925
Ahmedabad,Ahmedabad_Central,66.3,µg/m³,IN,"{'latitude': 28.716253569330682, 'longitude': 77.15880345371247}",2025-10-11 14:30:50.877925
Jaipur,Jaipur_Central,65.7,µg/m³,IN,"{'latitude': 28.662342524220954, 'longitude': 77.24726279099508}",2025-10-11 14:30:50.877925
Lucknow,Lucknow_Central,103.3,µg/m³,IN,"{'latitude': 28.767969791895936, 'longitude': 77.21258386960531}",2025-10-11 14:30:50.877925
Kanpur,Kanpur_Central,120.6,µg/m³,IN,"{'latitude': 28.44828219689966, 'longitude': 77.16389287710295}",2025-10-11 14:30:50.877925
Nagpur,Nagpur_Central,31.9,µg/m³,IN,"{'latitude': 28.544068346315992, 'longitude': 77.22956606260746}",2025-10-11 14:30:50.877925
Indore,Indore_Central,59.7,µg/m³,IN,"{'latitude': 28.676415757124307, 'longitude': 77.14849397064698}",2025-10-11 14:30:50.877925
Bhopal,Bhopal_Central,47.4,µg/m³,IN,"{'latitude': 28.499274966098508, 'longitude': 77.11608500223237}",2025-10-11 14:30:50.877925
Patna,Patna_Central,29.7,µg/m³,IN,"{'latitude': 28.788175996538826, 'longitude': 77.31215451433647}",2025-10-11 14:30:50.877925
Vadodara,Vadodara_Central,107.7,µg/m³,IN,"{'latitude': 28.643092101503854, 'longitude': 77.17900268420748}",2025-10-11 14:30:50.877925
Ludhiana,Ludhiana_Central,10.0,µg/m³,IN,"{'latitude': 28.619053816580312, 'longitude': 77.14052228275038}",2025-10-11 14:30:50.877925
Agra,Agra_Central,82.4,µg/m³,IN,"{'latitude': 28.620196139903012, 'longitude': 77.08178663576106}",2025-10-11 14:30:50.877925
Nashik,Nashik_Central,22.1,µg/m³,IN,"{'latitude': 28.776120310533244, 'longitude': 77.10854668717222}",2025-10-11 14:30:50.877925
Faridabad,Faridabad_Central,74.7,µg/m³,IN,"{'latitude': 28.566299379189182, 'longitude': 77.26059525258013}",2025-10-11 14:30:50.877925
Delhi,Delhi_Central,90.8,µg/m³,IN,"{'latitude': 28.741529006246836, 'longitude': 77.15056025640442}",2025-10-11 15:30:50.877925
Mumbai,Mumbai_Central,91.4,µg/m³,IN,"{'latitude': 28.537562918493077, 'longitude': 77.18185948954451}",2025-10-11 15:30:50.877925
Kolkata,Kolkata_Central,40.7,µg/m³,IN,"{'latitude': 28.658533694555363, 'longitude': 77.32500112526101}",2025-10-11 15:30:50.877925
Chennai,Chennai_Central,38.7,µg/m³,IN,"{'latitude': 28.651243436349283, 'longitude': 77.1481846365316}",2025-10-11 15:30:50.877925
Bangalore,Bangalore_Central,56.0,µg/m³,IN,"{'latitude': 28.44302849294595, 'longitude': 77.05985096850254}",2025-10-11 15:30:50.877925
Hyderabad,Hyderabad_Central,21.8,µg/m³,IN,"{'latitude': 28.557926161577136, 'longitude': 77.19659154515745}",2025-10-11 15:30:50.877925
Pune,Pune_Central,43.5,µg/m³,IN,"{'latitude': 28.574459805868948, 'longitude': 77.33745804158426}",2025-10-11 15:30:50.877925
Ahmedabad,Ahmedabad_Central,89.8,µg/m³,IN,"{'latitude': 28.683041163899976, 'longitude': 77.26476956949699}",2025-10-11 15:30:50.877925
Jaipur,Jaipur_Central,10.0,µg/m³,IN,"{'latitude': 28.61017495649157, 'longitude': 77.04649639076624}",2025-10-11 15:30:50.877925
Lucknow,Lucknow_Central,71.3,µg/m³,IN,"{'latitude': 28.772960622753608, 'longitude': 77.0869805593116}",2025-10-11 15:30:50.877925
Kanpur,Kanpur_Central,69.7,µg/m³,IN,"{'latitude': 28.57167685629838, 'longitude': 77.35979201783664}",2025-10-11 15:30:50.877925
Nagpur,Nagpur_Central,30.6,µg/m³,IN,"{'latitude': 28.673314338999134, 'longitude': 77.25716246706155}",2025-10-11 15:30:50.877925
Indore,Indore_Central,45.1,µg/m³,IN,"{'latitude': 28.819463379664555, 'longitude': 77.342962203314}",2025-10-11 15:30:50.877925
Bhopal,Bhopal_Central,28.2,µg/m³,IN,"{'latitude': 28.66207587544802, 'longitude': 77.24064827024117}",2025-10-11 15:30:50.877925
Patna,Patna_Central,104.2,µg/m³,IN,"{'latitude': 28.5695729086254, 'longitude': 77.15601768320148}",2025-10-11 15:30:50.877925
Vadodara,Vadodara_Central,73.8,µg/m³,IN,"{'latitude': 28.62394792195056, 'longitude': 77.23189070724486}",2025-10-11 15:30:50.877925
Ludhiana,Ludhiana_Central,88.6,µg/m³,IN,"{'latitude': 28.635482563067463, 'longitude': 77.19283937114676}",2025-10-11 15:30:50.877925
Agra,Agra_Central,96.1,µg/m³,IN,"{'latitude': 28.579641142468425, 'longitude': 77.35171966504318}",2025-10-11 15:30:50.877925
Nashik,Nashik_Central,26.7,µg/m³,IN,"{'latitude': 28.59345726502874, 'longitude': 77.20670662266178}",2025-10-11 15:30:50.877925
Faridabad,Faridabad_Central,96.6,µg/m³,IN,"{'latitude': 28.740256831711314, 'longitude': 77.17433719133984}",2025-10-11 15:30:50.877925
Delhi,Delhi_Central,86.1,µg/m³,IN,"{'latitude': 28.586507610243142, 'longitude': 77.14924049808529}",2025-10-11 16:30:50.877925
Mumbai,Mumbai_Central,71.8,µg/m³,IN,"{'latitude': 28.690105368064184, 'longitude': 76.98112605251349}",2025-10-11 16:30:50.877925
Kolkata,Kolkata_Central,24.4,µg/m³,IN,"{'latitude': 28.341159004443245, 'longitude': 77.07939155846546}",2025-10-11 16:30:50.877925
Chennai,Chennai_Central,26.3,µg/m³,IN,"{'latitude': 28.633281140915244, 'longitude': 77.31242292973174}",2025-10-11 16:30:50.877925
Bangalore,Bangalore_Central,10.0,µg/m³,IN,"{'latitude': 28.64724777691357, 'longitude': 77.12348114942648}",2025-10-11 16:30:50.877925
Pune,Pune_Central,10.0,µg/m³,IN,"{'latitude': 28.689783847725117, 'longitude': 77.03892672205922}",2025-10-11 16:30:50.877925
Ahmedabad,Ahmedabad_Central,23.8,µg/m³,IN,"{'latitude': 28.61471472927924, 'longitude': 77.09268863282581}",2025-10-11 16:30:50.877925
Jaipur,Jaipur_Central,24.2,µg/m³,IN,"{'latitude': 28.62057831791231, 'longitude': 77.24681697807932}",2025-10-11 16:30:50.877925
Lucknow,Lucknow_Central,86.5,µg/m³,IN,"{'latitude': 28.63974863901881, 'longitude': 77.02441735123223}",2025-10-11 16:30:50.877925
Kanpur,Kanpur_Central,23.4,µg/m³,IN,"{'latitude': 28.597781182613964, 'longitude': 77.29647444384766}",2025-10-11 16:30:50.877925
Nagpur,Nagpur_Central,40.4,µg/m³,IN,"{'latitude': 28.52927069629747, 'longitude': 77.20960887095747}",2025-10-11 16:30:50.877925
Indore,Indore_Central,10.0,µg/m³,IN,"{'latitude': 28.746734043446608, 'longitude': 77.23609137517035}",2025-10-11 16:30:50.877925
Bhopal,Bhopal_Central,49.9,µg/m³,IN,"{'latitude': 28.78334725768069, 'longitude': 77.16362821943524}",2025-10-11 16:30:50.877925
Patna,Patna_Central,84.4,µg/m³,IN,"{'latitude': 28.612943215560833, 'longitude': 77.20229473789915}",2025-10-11 16:30:50.877925
Vadodara,Vadodara_Central,10.0,µg/m³,IN,"{'latitude': 28.643828009981988, 'longitude': 77.21340076525128}",2025-10-11 16:30:50.877925
Ludhiana,Ludhiana_Central,10.4,µg/m³,IN,"{'latitude': 28.530568686904946, 'longitude': 77.2595860050337}",2025-10-11 16:30:50.877925
Agra,Agra_Central,10.0,µg/m³,IN,"{'latitude': 28.531330349778656, 'longitude': 77.23827896553979}",2025-10-11 16:30:50.877925
Nashik,Nashik_Central,55.7,µg/m³,IN,"{'latitude': 28.554183882263683, 'longitude': 77.17939190251309}",2025-10-11 16:30:50.877925
Faridabad,Faridabad_Central,10.0,µg/m³,IN,"{'latitude': 28.52921526544197, 'longitude': 77.22021752219474}",2025-10-11 16:30:50.877925
Delhi,Delhi_Central,95.5,µg/m³,IN,"{'latitude': 28.89629483272593, 'longitude': 77.25815371092001}",2025-10-11 17:30:50.877925
Mumbai,Mumbai_Central,61.5,µg/m³,IN,"{'latitude': 28.631534931063754, 'longitude': 77.07057794582433}",2025-10-11 17:30:50.877925
Kolkata,Kolkata_Central,86.4,µg/m³,IN,"{'latitude': 28.46319396452462, 'longitude': 77.3055248276284}",2025-10-11 17:30:50.877925
Chennai,Chennai_Central,51.6,µg/m³,IN,"{'latitude': 28.643378929713574, 'longitude': 77.18824868257776}",2025-10-11 17:30:50.877925
Bangalore,Bangalore_Central,48.6,µg/m³,IN,"{'latitude': 28.609573377526754, 'longitude': 77.28576379964139}",2025-10-11 17:30:50.877925
Hyderabad,Hyderabad_Central,76.1,µg/m³,IN,"{'latitude': 28.69383852629299, 'longitude': 77.19595552422511}",2025-10-11 17:30:50.877925
Pune,Pune_Central,85.4,µg/m³,IN,"{'latitude': 28.624734374797438, 'longitude': 77.22327124235609}",2025-10-11 17:30:50.877925
Ahmedabad,Ahmedabad_Central,48.0,µg/m³,IN,"{'latitude': 28.632655678457795, 'longitude': 77.05742435753443}",2025-10-11 17:30:50.877925
Jaipur,Jaipur_Central,63.1,µg/m³,IN,"{'latitude': 28.54274073754508, 'longitude': 77.11809824248226}",2025-10-11 17:30:50.877925
Lucknow,Lucknow_Central,87.6,µg/m³,IN,"{'latitude': 28.88937738806093, 'longitude': 77.30309470059528}",2025-10-11 17:30:50.877925
Kanpur,Kanpur_Central,10.0,µg/m³,IN,"{'latitude': 28.527011496523535, 'longitude': 77.19503833656253}",2025-10-11 17:30:50.877925
Nagpur,Nagpur_Central,16.0,µg/m³,IN,"{'latitude': 28.624838469322253, 'longitude': 77.09875550699077}",2025-10-11 17:30:50.877925
Indore,Indore_Central,10.0,µg/m³,IN,"{'latitude': 28.716839120817305, 'longitude': 77.2846819358052}",2025-10-11 17:30:50.877925
Bhopal,Bhopal_Central,39.4,µg/m³,IN,"{'latitude': 28.53998829909671, 'longitude': 77.32937985842631}",2025-10-11 17:30:50.877925
Patna,Patna_Central,10.0,µg/m³,IN,"{'latitude': 28.726598442358455, 'longitude': 77.22546747944438}",2025-10-11 17:30:50.877925
Vadodara,Vadodara_Central,20.5,µg/m³,IN,"{'latitude': 28.520789585413745, 'longitude': 77.2505761538181}",2025-10-11 17:30:50.877925
Ludhiana,Ludhiana_Central,42.3,µg/m³,IN,"{'latitude': 28.75445456366132, 'longitude': 77.34053315769867}",2025-10-11 17:30:50.877925
Agra,Agra_Central,29.9,µg/m³,IN,"{'latitude': 28.710652225652243, 'longitude': 77.43210242963467}",2025-10-11 17:30:50.877925
Nashik,Nashik_Central,87.5,µg/m³,IN,"{'latitude': 28.619054548925558, 'longitude': 77.25305090725115}",2025-10-11 17:30:50.877925
Faridabad,Faridabad_Central,48.4,µg/m³,IN,"{'latitude': 28.5956297068655, 'longitude': 77.32768906192351}",2025-10-11 17:30:50.877925
Delhi,Delhi_Central,196.4,µg/m³,IN,"{'latitude': 28.553411652737484, 'longitude': 77.14237803891145}",2025-10-11 18:30:50.877925
Mumbai,Mumbai_Central,44.0,µg/m³,IN,"{'latitude': 28.424931444066015, 'longitude': 77.22763440314132}",2025-10-11 18:30:50.877925
Kolkata,Kolkata_Central,10.0,µg/m³,IN,"{'latitude': 28.56603469120699, 'longitude': 77.18729550373853}",2025-10-11 18:30:50.877925
Chennai,Chennai_Central,10.0,µg/m³,IN,"{'latitude': 28.598314127836233, 'longitude': 77.04597318062672}",2025-10-11 18:30:50.877925
Bangalore,Bangalore_Central,20.1,µg/m³,IN,"{'latitude': 28.67407233357671, 'longitude': 77.3904043614538}",2025-10-11 18:30:50.877925
Hyderabad,Hyderabad_Central,52.2,µg/m³,IN,"{'latitude': 28.487677054068783, 'longitude': 77.3069739749491}",2025-10-11 18:30:50.877925
Pune,Pune_Central,64.9,µg/m³,IN,"{'latitude': 28.618201973662625, 'longitude': 77.2413620593648}",2025-10-11 18:30:50.877925
Ahmedabad,Ahmedabad_Central,40.0,µg/m³,IN,"{'latitude': 28.697577418902387, 'longitude': 77.3374333534145}",2025-10-11 18:30:50.877925
